EmpId,EmpName,Dept,Serial,YOB
28099545,Leandra,Finances,UZM75CPI6DQ,1970
15275778,Mariam,Media Relations,IGA69IGX4PW,1980
39693770,Kibo,Quality Assurance,HBI00QEZ3UI,1973
13795438,Harding,Finances,WOD38VHN6ID,1995
43189703,Clark,Advertising,COP58JTK9PK,1983
42715870,Hunter,Legal Department,DYR40KCB0AC,1976
13321338,Anthony,Payroll,TRE08CPN4QB,1996
36764999,Cameran,Sales and Marketing,SKT86LTI9PG,1982
12719040,Armando,Legal Department,GMP14AAW8XK,1995
24593853,Cheyenne,Payroll,FMU77YHP6MK,1995
49787683,Fuller,Quality Assurance,JBD38MOB5XD,1971
17993930,Yuli,Sales and Marketing,CIF72ZGN0OG,1997
35729127,Emery,Asset Management,RUU83WEJ6CZ,1986
18139224,Athena,Public Relations,ERQ93RCP0TU,1982
26728705,Giselle,Finances,QMJ89PGU9JF,1986
30282498,Hector,Customer Service,AKW62WKO5RP,1991
10516744,Bradley,Sales and Marketing,KQT19DDW5EV,1971
38014496,Lana,Asset Management,KLA21URM7TX,1974
15500564,Dalton,Quality Assurance,DJT65QCH2WK,1979
17610076,Imogene,Human Resources,BZK22DYN9FX,1977
30475336,Celeste,Tech Support,FEF16BMZ5RW,1983
33008340,Chava,Customer Relations,EXD98SDR7DN,1992
